Age,Gender,Education Level,Job Title,Years of Experience,Work Hours,Industry,Salary
70,Male,10Th,Other,52,40,Other,47793
43,Male,Graduation,Sales Representative,21,40,Self-Employed,145658
47,Male,Graduation,Professional,25,40,Government,146038
20,Female,12Th,Machine Operator,2,40,Private Sector,21689
52,Male,12Th,Transport Worker,34,40,Government,120873
50,Male,Iti/Diploma,Transport Worker,30,65,Private Sector,42443
34,Male,12Th,Transport Worker,16,25,Private Sector,46091
45,Male,Iti/Diploma,Technician,25,40,Private Sector,41629
51,Male,12Th,Manager,33,40,Government,95770
38,Male,12Th,Technician,20,80,Self-Employed,34684
30,Male,Iti/Diploma,Machine Operator,10,40,Private Sector,35821
19,Female,12Th,Administrative Assistant,1,20,Private Sector,44197
37,Male,Post Graduation,Professional,13,45,Government,26286
38,Male,12Th,Manager,20,50,Self-Employed,57965
27,Male,Iti/Diploma,Administrative Assistant,7,50,Government,68742
18,Female,12Th,Other,0,20,Other,48441
32,Male,Iti/Diploma,Professional,12,40,Private Sector,37084
23,Female,Graduation,Professional,1,40,Private Sector,21752
26,Female,12Th,Service Worker,8,40,Private Sector,20226
24,Female,Graduation,Manager,2,40,Private Sector,31961
35,Female,Diploma,Manager,15,50,Private Sector,41955
57,Male,Graduation,Manager,35,40,Private Sector,128556
40,Male,Graduation,It Support,18,40,Government,24174
32,Male,12Th,Technician,14,38,Private Sector,37064
53,Male,Iti/Diploma,Sales Representative,33,50,Self-Employed,135045
23,Female,12Th,Sales Representative,5,15,Private Sector,84725
54,Male,Graduation,Manager,32,25,Self-Employed,49332
21,Male,Diploma,Administrative Assistant,1,40,Private Sector,29727
26,Male,12Th,Technician,8,40,Private Sector,24002
29,Male,10Th,Technician,11,43,Private Sector,27902
38,Male,Diploma,Sales Representative,18,50,Private Sector,40124
19,Male,12Th,Service Worker,1,18,Private Sector,46853
28,Male,Diploma,Other,8,48,Other,41556
40,Male,Diploma,Sales Representative,20,50,Private Sector,71849
21,Female,12Th,Other,3,20,Other,25351
37,Male,10Th,Machine Operator,19,45,Private Sector,28926
41,Male,Iti/Diploma,Technician,21,40,Private Sector,97798
47,Female,10Th,Sales Representative,29,32,Private Sector,39747
35,Female,12Th,Machine Operator,17,40,Private Sector,40103
39,Male,Iti/Diploma,It Support,19,40,Government,31783
29,Male,Diploma,Manager,9,55,Private Sector,88607
29,Male,Post Graduation,Sales Representative,5,40,Private Sector,43035
54,Male,Graduation,Technician,32,40,Private Sector,40042
24,Female,12Th,Administrative Assistant,6,40,Private Sector,46772
32,Male,12Th,Machine Operator,14,50,Private Sector,57859
47,Male,12Th,Machine Operator,29,50,Private Sector,140455
36,Male,Graduation,Manager,14,60,Private Sector,33908
63,Male,10Th,Transport Worker,45,50,Private Sector,23035
25,Female,Graduation,It Support,3,40,Private Sector,43165
36,Male,Diploma,Transport Worker,16,40,Private Sector,105553
40,Male,Graduation,Professional,18,60,Self-Employed,43346
23,Female,12Th,Service Worker,5,40,Private Sector,41115
38,Male,10Th,Transport Worker,20,45,Self-Employed,125006
24,Female,Diploma,Other,4,20,Other,38359
53,Male,12Th,Service Worker,35,52,Private Sector,107689
60,Female,Phd,Service Worker,32,30,Private Sector,36231
35,Female,12Th,Administrative Assistant,17,40,Private Sector,48970
33,Female,Graduation,Professional,11,40,Private Sector,106086
21,Male,12Th,Service Worker,3,40,Private Sector,45460
23,Female,10Th,Other,5,20,Other,22318
18,Male,12Th,Other,0,35,Other,22255
45,Female,Iti/Diploma,Professional,25,40,Government,128850
37,Female,Iti/Diploma,Professional,17,40,Private Sector,23248
60,Female,Diploma,Manager,40,40,Government,45100
21,Female,Diploma,Sales Representative,1,35,Private Sector,22527
37,Male,Iti/Diploma,Agricultural Worker,17,50,Self-Employed,119316
41,Male,12Th,Professional,23,40,Government,26120
30,Male,12Th,Technician,12,40,Private Sector,21765
29,Male,12Th,Technician,11,40,Private Sector,28805
18,Female,12Th,Other,0,15,Other,21832
61,Male,Phd,Professional,33,55,Self-Employed,101909
30,Male,Graduation,Transport Worker,8,25,Private Sector,44617
41,Male,12Th,Technician,23,45,Private Sector,41633
29,Female,Iti/Diploma,It Support,9,40,Private Sector,24811
28,Male,Iti/Diploma,Agricultural Worker,8,45,Self-Employed,114298
53,Male,Graduation,Security Officer,31,40,Government,134540
70,Male,Phd,Professional,45,28,Self-Employed,125070
25,Male,10Th,Agricultural Worker,7,35,Private Sector,21060
30,Male,12Th,Security Officer,12,40,Private Sector,34357
38,Male,Diploma,Professional,18,40,Private Sector,66738
51,Female,12Th,Manager,33,40,Private Sector,42349
23,Female,Graduation,Administrative Assistant,1,52,Government,31192
70,Male,Phd,Manager,45,10,Self-Employed,31983
37,Female,Diploma,Security Officer,17,30,Government,49646
70,Female,Graduation,Sales Representative,50,28,Private Sector,36574
30,Female,Diploma,Professional,10,40,Self-Employed,31575
23,Male,Graduation,Sales Representative,1,40,Private Sector,33523
27,Male,10Th,Machine Operator,9,40,Private Sector,26126
22,Male,12Th,Service Worker,4,43,Private Sector,33118
28,Male,Graduation,Manager,6,50,Private Sector,91463
30,Male,12Th,Technician,12,42,Private Sector,134482
21,Male,12Th,Service Worker,3,40,Private Sector,21350
35,Male,Graduation,Professional,13,40,Private Sector,88004
42,Male,Graduation,Service Worker,20,50,Private Sector,23271
31,Male,Diploma,Sales Representative,11,40,Private Sector,44528
29,Female,12Th,Service Worker,11,40,Private Sector,40090
35,Female,12Th,Administrative Assistant,17,40,Private Sector,46284
27,Female,Graduation,Other,5,10,Other,34505
26,Female,Diploma,Sales Representative,6,28,Private Sector,35033
45,Male,Iti/Diploma,Sales Representative,25,40,Self-Employed,23645
27,Female,Diploma,Administrative Assistant,7,40,Private Sector,41723
39,Female,Graduation,Sales Representative,17,50,Private Sector,67893
70,Female,Graduation,Manager,49,40,Private Sector,31335
22,Female,Diploma,Manager,2,25,Government,35365
51,Male,10Th,Technician,33,50,Private Sector,45649
48,Female,Iti/Diploma,Service Worker,28,30,Private Sector,32334
48,Male,12Th,Administrative Assistant,30,40,Private Sector,23892
21,Female,12Th,Service Worker,3,64,Private Sector,49671
55,Female,12Th,Administrative Assistant,37,10,Self-Employed,46447
33,Male,12Th,Transport Worker,15,60,Private Sector,48567
35,Male,12Th,Manager,17,50,Private Sector,72767
22,Male,12Th,Administrative Assistant,4,40,Private Sector,27778
22,Female,Diploma,Service Worker,2,35,Private Sector,40573
33,Female,10Th,Other,15,30,Other,21762
19,Female,Diploma,Machine Operator,0,30,Private Sector,21687
23,Male,10Th,Machine Operator,5,40,Private Sector,43878
29,Female,12Th,Manager,11,55,Private Sector,48871
70,Female,Diploma,Sales Representative,52,36,Private Sector,119212
54,Female,10Th,Technician,36,15,Self-Employed,20514
60,Male,Post Graduation,Other,36,40,Other,110901
70,Male,Diploma,Service Worker,52,10,Private Sector,25580
34,Female,12Th,Technician,16,70,Private Sector,34196
20,Female,12Th,Technician,2,40,Private Sector,39863
24,Female,12Th,Administrative Assistant,6,38,Government,39153
24,Female,Graduation,Sales Representative,2,45,Private Sector,41656
45,Male,Diploma,It Support,25,40,Government,34417
29,Female,Post Graduation,Professional,5,40,Private Sector,121452
47,Male,12Th,Manager,29,40,Government,68050
24,Female,12Th,Sales Representative,6,50,Private Sector,41740
29,Male,12Th,Security Officer,11,35,Private Sector,32091
46,Male,Diploma,Professional,26,40,Private Sector,131742
66,Female,Post Graduation,Sales Representative,42,20,Private Sector,25490
41,Male,Iti/Diploma,Transport Worker,21,40,Private Sector,123198
32,Male,12Th,Technician,14,40,Private Sector,149489
51,Male,10Th,Transport Worker,33,45,Private Sector,34697
29,Male,12Th,Sales Representative,11,40,Private Sector,43686
29,Male,12Th,Technician,11,40,Private Sector,20031
39,Male,12Th,Technician,21,40,Self-Employed,42185
65,Male,Post Graduation,Professional,41,40,Private Sector,82802
57,Male,Post Graduation,Sales Representative,33,70,Self-Employed,29882
40,Male,12Th,Technician,22,40,Private Sector,38503
60,Female,12Th,Machine Operator,42,40,Private Sector,37651
46,Male,Post Graduation,Professional,22,40,Government,73234
19,Female,12Th,Sales Representative,1,40,Private Sector,29998
47,Female,Iti/Diploma,Manager,27,55,Private Sector,51969
39,Female,10Th,Service Worker,21,40,Private Sector,44818
32,Female,12Th,Other,14,40,Other,47600
30,Male,12Th,Sales Representative,12,65,Private Sector,38198
20,Male,12Th,Service Worker,2,25,Private Sector,43936
20,Female,12Th,Other,2,35,Other,30840
62,Male,12Th,Sales Representative,44,44,Private Sector,44002
44,Female,12Th,Other,26,40,Other,36361
38,Male,12Th,Sales Representative,20,50,Private Sector,127542
58,Male,Post Graduation,Professional,34,40,Government,132992
44,Male,Graduation,Manager,22,50,Private Sector,140617
45,Male,Post Graduation,Professional,21,50,Private Sector,117184
27,Male,Diploma,Service Worker,7,38,Private Sector,45138
51,Female,Iti/Diploma,Professional,31,48,Private Sector,45192
52,Male,Post Graduation,Professional,28,40,Government,99830
34,Female,12Th,Administrative Assistant,16,40,Private Sector,30249
41,Female,12Th,Manager,23,40,Private Sector,25658
30,Male,Diploma,Security Officer,10,40,Government,25636
44,Male,Diploma,Technician,24,38,Private Sector,50360
28,Male,12Th,Technician,10,40,Private Sector,28667
41,Male,12Th,Technician,23,40,Private Sector,27436
60,Male,12Th,Machine Operator,42,40,Private Sector,34708
44,Male,12Th,Sales Representative,26,50,Self-Employed,72118
40,Female,12Th,Administrative Assistant,22,40,Government,44915
41,Male,12Th,Technician,23,40,Private Sector,26814
49,Male,Iti/Diploma,Technician,29,30,Private Sector,42811
26,Male,12Th,Service Worker,8,60,Private Sector,30248
33,Female,12Th,Administrative Assistant,15,32,Private Sector,27155
62,Female,Graduation,Manager,40,35,Private Sector,27788
45,Male,Diploma,Administrative Assistant,25,40,Private Sector,148694
52,Female,Phd,Professional,24,35,Private Sector,145065
26,Male,12Th,Technician,8,40,Private Sector,30586
47,Male,12Th,Technician,29,40,Private Sector,54769
41,Female,Post Graduation,Manager,17,40,Private Sector,49628
38,Male,12Th,Transport Worker,20,50,Private Sector,129592
32,Male,Post Graduation,Manager,8,40,Private Sector,92508
65,Female,Graduation,Other,43,40,Other,28518
50,Male,12Th,Transport Worker,32,40,Private Sector,25475
32,Male,12Th,Agricultural Worker,14,65,Self-Employed,26157
19,Male,12Th,Service Worker,1,40,Private Sector,32811
33,Male,12Th,Service Worker,15,60,Private Sector,49290
34,Male,10Th,Technician,16,40,Private Sector,29173
60,Female,10Th,Service Worker,42,40,Private Sector,48143
25,Female,Graduation,Professional,3,40,Private Sector,23702
47,Male,12Th,Transport Worker,29,40,Private Sector,28978
24,Male,12Th,Administrative Assistant,6,40,Government,43938
38,Female,Post Graduation,It Support,14,40,Private Sector,81609
37,Male,Graduation,It Support,15,73,Private Sector,71126
19,Male,Diploma,Service Worker,0,25,Private Sector,41930
24,Male,Post Graduation,It Support,0,40,Private Sector,21511
52,Male,12Th,Technician,34,80,Private Sector,33096
70,Female,12Th,Other,52,10,Other,23780
27,Female,12Th,Agricultural Worker,9,40,Other,20012
46,Male,12Th,Technician,28,40,Private Sector,148135
33,Male,Diploma,Manager,13,48,Private Sector,103539
45,Female,12Th,Administrative Assistant,27,50,Private Sector,26581
35,Male,Iti/Diploma,Machine Operator,15,40,Private Sector,22224
58,Male,12Th,Transport Worker,40,60,Private Sector,28963
45,Female,Post Graduation,Professional,21,50,Government,88971
41,Male,Graduation,Professional,19,45,Private Sector,37297
40,Male,12Th,Transport Worker,22,20,Private Sector,32138
36,Male,Iti/Diploma,It Support,16,40,Private Sector,24629
65,Male,12Th,Machine Operator,47,40,Self-Employed,27565
20,Male,12Th,Service Worker,2,35,Private Sector,32924
30,Female,Diploma,Administrative Assistant,10,40,Government,35670
60,Male,Graduation,Other,38,30,Other,49010
52,Male,Graduation,It Support,30,38,Private Sector,92025
26,Male,Phd,Technician,0,20,Private Sector,37557
35,Male,Iti/Diploma,It Support,15,45,Government,43689
45,Female,Diploma,Manager,25,45,Private Sector,25274
45,Male,Iti/Diploma,Manager,25,45,Private Sector,138653
40,Male,Diploma,Administrative Assistant,20,40,Government,45409
31,Male,Iti/Diploma,Technician,11,45,Self-Employed,46409
60,Male,Phd,Professional,32,50,Government,81507
47,Male,Graduation,Other,25,45,Other,108245
39,Male,Graduation,Sales Representative,17,40,Private Sector,25214
33,Male,Graduation,Sales Representative,11,45,Private Sector,131256
31,Male,Iti/Diploma,It Support,11,46,Private Sector,46962
21,Male,Diploma,Security Officer,1,40,Private Sector,47114
30,Male,12Th,Technician,12,45,Private Sector,39168
33,Male,12Th,Technician,15,40,Private Sector,31671
35,Female,Diploma,Service Worker,15,30,Private Sector,26281
53,Female,10Th,Manager,35,80,Self-Employed,45559
65,Male,Graduation,Sales Representative,43,40,Self-Employed,134776
45,Male,12Th,Sales Representative,27,40,Private Sector,121213
25,Female,Iti/Diploma,Administrative Assistant,5,40,Private Sector,33675
43,Male,Diploma,Professional,23,40,Private Sector,64392
36,Female,10Th,Machine Operator,18,40,Private Sector,32403
37,Female,Graduation,Professional,15,50,Government,46829
33,Male,Diploma,Machine Operator,13,40,Private Sector,43903
48,Female,Diploma,Manager,28,40,Private Sector,25676
19,Male,Diploma,Other,0,30,Other,48259
46,Male,12Th,Agricultural Worker,28,50,Self-Employed,74478
21,Male,12Th,Technician,3,40,Private Sector,40989
62,Male,Graduation,Manager,40,55,Self-Employed,51335
50,Female,12Th,Administrative Assistant,32,40,Government,127955
33,Male,Graduation,Machine Operator,11,46,Private Sector,45976
40,Male,12Th,Machine Operator,22,40,Private Sector,35883
38,Male,Iti/Diploma,Service Worker,18,25,Private Sector,22758
28,Male,12Th,Technician,10,45,Private Sector,20541
48,Male,Post Graduation,Professional,24,40,Private Sector,67236
52,Male,12Th,Technician,34,47,Private Sector,29211
44,Male,Diploma,Agricultural Worker,24,72,Self-Employed,49344
25,Female,12Th,Administrative Assistant,7,40,Private Sector,41857
59,Male,Graduation,Administrative Assistant,37,38,Government,81319
35,Male,12Th,Technician,17,40,Private Sector,24266
26,Male,12Th,Administrative Assistant,8,40,Private Sector,39691
27,Male,12Th,Manager,9,40,Private Sector,43290
44,Male,Post Graduation,Professional,20,50,Self-Employed,75805
30,Male,12Th,Technician,12,55,Private Sector,36650
34,Female,12Th,Service Worker,16,40,Government,46697
50,Male,Post Graduation,Professional,26,45,Government,139817
30,Female,Graduation,Sales Representative,8,50,Private Sector,43378
41,Male,10Th,Transport Worker,23,40,Private Sector,46830
61,Female,12Th,Administrative Assistant,43,40,Government,29770
29,Male,Diploma,Sales Representative,9,50,Private Sector,142457
33,Male,Post Graduation,Manager,9,50,Private Sector,106372
33,Male,Post Graduation,Manager,9,40,Private Sector,69697
31,Male,Diploma,Technician,11,45,Private Sector,33497
43,Male,Post Graduation,Professional,19,60,Self-Employed,142296
18,Male,12Th,Service Worker,0,20,Private Sector,40995
41,Male,Graduation,Administrative Assistant,19,52,Private Sector,31615
36,Male,Graduation,Sales Representative,14,50,Private Sector,149156
42,Male,Iti/Diploma,Technician,22,40,Self-Employed,33692
49,Male,12Th,Manager,31,60,Private Sector,134178
18,Female,12Th,Professional,0,40,Private Sector,20736
36,Male,Diploma,Security Officer,16,68,Government,28835
26,Male,Diploma,Manager,6,15,Self-Employed,33416
25,Female,Diploma,Service Worker,5,25,Private Sector,36241
32,Male,Diploma,Technician,12,40,Private Sector,61200
37,Male,Diploma,Technician,17,40,Private Sector,42225
31,Male,Graduation,Technician,9,51,Government,40045
18,Male,10Th,Agricultural Worker,0,48,Private Sector,41930
38,Male,12Th,Technician,20,60,Private Sector,42829
56,Male,Post Graduation,Professional,32,48,Government,48867
58,Male,Iti/Diploma,Sales Representative,38,25,Self-Employed,92429
37,Male,12Th,Service Worker,19,40,Private Sector,48755
41,Male,Graduation,Manager,19,55,Private Sector,128869
59,Male,Graduation,Professional,37,40,Private Sector,25383
45,Male,12Th,Machine Operator,27,40,Private Sector,40301
60,Female,12Th,Administrative Assistant,42,38,Private Sector,24031
31,Female,12Th,Sales Representative,13,40,Private Sector,34193
28,Female,Diploma,Administrative Assistant,8,40,Private Sector,28889
61,Male,12Th,Service Worker,43,40,Private Sector,44536
52,Female,Diploma,Professional,32,40,Government,20189
22,Male,10Th,Service Worker,4,16,Private Sector,29270
